sensor_id,date_time,road_id,volume,avg_speed,source_system,ingest_batch_id,extracted_at_utc,record_hash,date
259,2026-03-02 11:30:32+00:00,R0003,13,41.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,13ee3366310b8e22,2026-03-02
260,2026-03-02 20:51:48+00:00,R0003,6,61.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,76e84e471ace80ed,2026-03-02
291,2026-03-02 07:28:13+00:00,R0003,16,46.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f9184a269da938c5,2026-03-02
90,2026-03-02 07:29:31+00:00,R0003,14,71.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e16850edf0a0201a,2026-03-02
310,2026-03-02 16:52:52+00:00,R0003,10,56.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,14220cb5379f6c90,2026-03-02
279,2026-03-03 10:00:24+00:00,R0003,16,66.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f9e4eb443ef4e11e,2026-03-03
289,2026-03-03 01:09:03+00:00,R0003,13,75.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c4111d28a528e5bd,2026-03-03
97,2026-03-03 18:11:28+00:00,R0003,10,81.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b985badf01a2e17d,2026-03-03
310,2026-03-03 08:56:06+00:00,R0003,12,65.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a969a9f6e2fd81f4,2026-03-03
84,2026-03-03 19:16:03+00:00,R0003,9,80.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6582623a3fbc0b34,2026-03-03
95,2026-03-03 18:24:51+00:00,R0003,20,66.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3ca6868b216b4f4b,2026-03-03
251,2026-03-03 17:51:43+00:00,R0003,15,81.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,fe6d489ea7530942,2026-03-03
256,2026-03-03 15:03:42+00:00,R0003,19,76.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,5f9b3ed16d358c3d,2026-03-03
157,2026-03-03 20:20:56+00:00,R0003,15,77.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,fd986907b6242bf6,2026-03-03
343,2026-03-03 19:39:51+00:00,R0003,8,77.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e80ba2d83f7d62d6,2026-03-03
115,2026-03-03 08:06:19+00:00,R0003,5,99.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,441ee172bb8bec6a,2026-03-03
208,2026-03-04 17:10:37+00:00,R0003,12,81.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,44ae600de6a3e3e6,2026-03-04
181,2026-03-04 04:06:09+00:00,R0003,13,70.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,d4afe0645c3eca5f,2026-03-04
84,2026-03-04 16:38:25+00:00,R0003,10,74.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c465ab06df7625a9,2026-03-04
258,2026-03-04 18:49:21+00:00,R0003,11,68.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,42a64cd50812f0ab,2026-03-04
200,2026-03-04 09:24:13+00:00,R0003,15,60.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9283f3c6202acad4,2026-03-04
212,2026-03-04 14:39:33+00:00,R0003,7,67.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0eb5c11f6bb882a3,2026-03-04
329,2026-03-04 15:27:18+00:00,R0003,8,70.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9e3dd74089cf1022,2026-03-04
166,2026-03-04 16:48:22+00:00,R0003,12,67.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9dfe3c458e0ef914,2026-03-04
291,2026-03-04 18:53:05+00:00,R0003,12,85.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,d806d7c3e552b166,2026-03-04
274,2026-03-04 17:17:15+00:00,R0003,10,70.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,d28ece01cb5053ad,2026-03-04
240,2026-03-04 19:42:38+00:00,R0003,14,69.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,d0b835dcddd54341,2026-03-04
277,2026-03-04 15:52:15+00:00,R0003,19,66.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,91b689e409b6cde8,2026-03-04
42,2026-03-04 17:00:31+00:00,R0003,18,66.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,368fe3ee52520497,2026-03-04
222,2026-02-03 20:21:59+00:00,R0004,8,162.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ef682bf62c31b96a,2026-02-03
272,2026-02-03 07:30:08+00:00,R0004,11,145.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,010f62d5c8b3f992,2026-02-03
336,2026-02-03 06:51:36+00:00,R0004,12,157.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,fa1adf6570a52bb6,2026-02-03
220,2026-02-03 13:24:45+00:00,R0004,12,157.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7d345315c00d5ebe,2026-02-03
242,2026-02-03 09:02:09+00:00,R0004,9,157.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6d241c193cd0ac54,2026-02-03
17,2026-02-03 22:54:14+00:00,R0004,14,138.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,525db03faea578d0,2026-02-03
236,2026-02-03 22:20:42+00:00,R0004,14,139.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dcab94f58a9ec5ae,2026-02-03
242,2026-02-03 21:46:11+00:00,R0004,10,148.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2b5c4d9be3f5a225,2026-02-03
271,2026-02-03 18:33:50+00:00,R0004,16,157.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b2983d1c69c9fed5,2026-02-03
45,2026-02-03 19:14:55+00:00,R0004,11,133.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,5be0e3f56dbb5b02,2026-02-03
77,2026-02-03 19:05:54+00:00,R0004,10,148.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f9b026a58239b66e,2026-02-03
231,2026-02-03 19:51:51+00:00,R0004,16,152.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b19bc7f753f80ccf,2026-02-03
274,2026-02-03 14:56:06+00:00,R0004,14,151.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,cf104eadc3a998db,2026-02-03
87,2026-02-03 22:56:33+00:00,R0004,16,147.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,61069a2488c4fec4,2026-02-03
215,2026-02-03 15:42:21+00:00,R0004,14,154.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,48bbc377b0ff54f7,2026-02-03
3,2026-02-04 11:51:39+00:00,R0004,18,141.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,090188439a3f2fc9,2026-02-04
60,2026-02-04 12:33:00+00:00,R0004,10,131.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a227f25da30a19fe,2026-02-04
178,2026-02-04 19:54:03+00:00,R0004,18,141.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b6225c1f9bc084a6,2026-02-04
84,2026-02-04 04:32:28+00:00,R0004,10,151.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7b66b6337a61fd39,2026-02-04
186,2026-02-04 09:21:23+00:00,R0004,9,124.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,475413b0a7702c7c,2026-02-04
339,2026-02-04 20:43:09+00:00,R0004,8,135.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,56551e289b848980,2026-02-04
49,2026-02-04 19:19:36+00:00,R0004,13,164.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e61f9590972fd12a,2026-02-04
158,2026-02-04 10:54:58+00:00,R0004,12,151.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,49dec51acd4b6ac6,2026-02-04
178,2026-02-04 08:31:45+00:00,R0004,15,144.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2b22a6cd32906a4e,2026-02-04
119,2026-02-04 17:15:25+00:00,R0004,16,141.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,19435a0a1a78c23e,2026-02-04
154,2026-02-04 23:21:09+00:00,R0004,11,147.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3d88a1688ab062a9,2026-02-04
217,2026-02-04 12:57:19+00:00,R0004,11,132.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c8d71bde0587dae9,2026-02-04
17,2026-02-04 07:22:05+00:00,R0004,12,139.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,abd3b25b77dff2e8,2026-02-04
273,2026-02-04 18:00:57+00:00,R0004,11,156.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,50729adc7ea9d026,2026-02-04
207,2026-02-05 18:44:32+00:00,R0004,11,153.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2853a1401ef66f64,2026-02-05
138,2026-02-05 21:23:33+00:00,R0004,15,149.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,5db9355c2e6a06ee,2026-02-05
150,2026-02-05 22:25:39+00:00,R0004,20,128.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,76d528029fac258f,2026-02-05
190,2026-02-05 15:19:53+00:00,R0004,15,134.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1a9b8889c7e738f7,2026-02-05
253,2026-02-05 10:38:11+00:00,R0004,14,144.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3b211c54aeb91e21,2026-02-05
40,2026-02-05 21:38:14+00:00,R0004,9,146.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a81436fd4e6d8c01,2026-02-05
97,2026-02-05 18:18:01+00:00,R0004,7,157.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6394dd94529fcb6d,2026-02-05
41,2026-02-05 07:01:49+00:00,R0004,16,136.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,29ba23c175ba9a5b,2026-02-05
199,2026-02-05 17:29:35+00:00,R0004,13,141.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,716d561285449885,2026-02-05
206,2026-02-05 11:29:36+00:00,R0004,8,151.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e94a5923e3ec55cb,2026-02-05
308,2026-02-05 09:58:04+00:00,R0004,11,140.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3479e9239fb4e3c2,2026-02-05
41,2026-02-05 04:36:47+00:00,R0004,9,144.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dd427235dee09c36,2026-02-05
41,2026-02-05 16:57:42+00:00,R0004,17,152.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e44c3f1223c744ca,2026-02-05
97,2026-02-05 16:22:00+00:00,R0004,13,145.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e1287e57c5d94511,2026-02-05
322,2026-02-05 09:37:33+00:00,R0004,11,144.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,5865b1194c1d2ac4,2026-02-05
73,2026-02-05 09:22:36+00:00,R0004,13,141.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,cc119f4ae87c2457,2026-02-05
325,2026-02-06 21:26:18+00:00,R0004,21,139.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e497a97567992bf0,2026-02-06
148,2026-02-06 15:42:08+00:00,R0004,17,153.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f4e88b7ef09acf1d,2026-02-06
44,2026-02-06 17:43:38+00:00,R0004,15,133.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1655e072921e8ab0,2026-02-06
95,2026-02-06 19:21:01+00:00,R0004,10,130.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6e8fdfac5560e59e,2026-02-06
107,2026-02-06 19:19:54+00:00,R0004,16,140.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a1f3ab22c32a1c0b,2026-02-06
36,2026-02-06 20:10:29+00:00,R0004,8,143.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,8b4ddf89f3ad8e54,2026-02-06
129,2026-02-06 15:21:00+00:00,R0004,10,132.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,25a7308b342169d2,2026-02-06
296,2026-02-06 14:14:47+00:00,R0004,11,130.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e2ab5aea770f9592,2026-02-06
92,2026-02-06 15:15:00+00:00,R0004,11,144.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,40f20abc9fe272fd,2026-02-06
157,2026-02-06 01:39:00+00:00,R0004,14,129.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,47da546181348bf5,2026-02-06
160,2026-02-06 14:15:54+00:00,R0004,11,144.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6da48325efbdfadc,2026-02-06
336,2026-02-06 17:04:49+00:00,R0004,9,148.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,5e3cff8645fda000,2026-02-06
91,2026-02-06 17:35:04+00:00,R0004,10,135.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,abea18ff740df318,2026-02-06
231,2026-02-06 20:18:50+00:00,R0004,11,131.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,180143cde69652cb,2026-02-06
95,2026-02-07 07:13:50+00:00,R0004,8,119.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b2bb40671c5b58a7,2026-02-07
10,2026-02-07 16:43:26+00:00,R0004,21,146.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,03af4e8d6dc75e8d,2026-02-07
257,2026-02-07 09:48:08+00:00,R0004,18,149.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ec2e7e1500d34890,2026-02-07
257,2026-02-07 09:55:48+00:00,R0004,14,149.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c7607fc230eca3b1,2026-02-07
137,2026-02-07 15:40:10+00:00,R0004,7,139.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,95dc7a4b0f1aabc5,2026-02-07
36,2026-02-07 12:02:40+00:00,R0004,6,140.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,28d9c812e4e2a56e,2026-02-07
227,2026-02-07 17:45:45+00:00,R0004,13,113.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f3e55fb6c386f703,2026-02-07
61,2026-02-07 15:14:52+00:00,R0004,7,126.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,432b5c403a0e946a,2026-02-07
172,2026-02-07 08:26:50+00:00,R0004,16,143.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b6749b1195e03f31,2026-02-07
119,2026-02-07 08:32:00+00:00,R0004,15,148.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,33705a552374e42d,2026-02-07
346,2026-02-07 15:34:35+00:00,R0004,11,154.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,30d7bd4817e3d053,2026-02-07
122,2026-02-07 12:05:50+00:00,R0004,16,139.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,5d4808f1eb8156a5,2026-02-07
203,2026-02-07 16:51:37+00:00,R0004,15,155.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,936f14da0a1fe3f4,2026-02-07
267,2026-02-07 17:38:53+00:00,R0004,9,130.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ec39f0af071e68c1,2026-02-07
320,2026-02-08 08:12:37+00:00,R0004,16,150.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,366548f5c8381bfa,2026-02-08
323,2026-02-08 12:43:17+00:00,R0004,14,152.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,fff60fbfb2ae1bb0,2026-02-08
345,2026-02-08 22:48:22+00:00,R0004,11,157.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f1ac91c0c21011ab,2026-02-08
166,2026-02-08 17:39:10+00:00,R0004,8,163.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a58aecfb0f5a34aa,2026-02-08
86,2026-02-08 08:57:22+00:00,R0004,12,148.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,646feed18e421623,2026-02-08
95,2026-02-08 07:27:47+00:00,R0004,10,154.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0eebe49b93489b58,2026-02-08
63,2026-02-08 06:59:46+00:00,R0004,12,156.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7e0a8da18dfb058c,2026-02-08
330,2026-02-08 17:58:18+00:00,R0004,15,152.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6c3ac02b33a66782,2026-02-08
235,2026-02-08 08:42:41+00:00,R0004,12,165.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,072c8e6da6028504,2026-02-08
270,2026-02-08 07:43:54+00:00,R0004,6,157.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7c968df9ecf3d454,2026-02-08
151,2026-02-08 17:14:56+00:00,R0004,16,144.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,604edace59d17f60,2026-02-08
205,2026-02-09 18:56:32+00:00,R0004,10,156.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,673b5b3c4070844b,2026-02-09
346,2026-02-09 17:10:20+00:00,R0004,10,148.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,adb25ec3b5b1fce0,2026-02-09
284,2026-02-09 17:53:39+00:00,R0004,12,160.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2043c5928a7d4ba3,2026-02-09
233,2026-02-09 21:13:28+00:00,R0004,14,141.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3e81b89eeea3608a,2026-02-09
195,2026-02-09 15:53:21+00:00,R0004,9,142.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ee609efac5db9417,2026-02-09
98,2026-02-09 09:05:47+00:00,R0004,16,150.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,33b57964e9230f2b,2026-02-09
18,2026-02-09 09:23:20+00:00,R0004,15,151.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b611b50131074e31,2026-02-09
121,2026-02-09 08:11:42+00:00,R0004,13,144.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f7e1892cdae3763e,2026-02-09
63,2026-02-09 19:39:36+00:00,R0004,13,152.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3ff8e3aefec5183a,2026-02-09
224,2026-02-09 03:42:28+00:00,R0004,9,146.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9c2875ef9b0e700e,2026-02-09
196,2026-02-09 07:17:22+00:00,R0004,12,163.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9c9633430c9b6b25,2026-02-09
308,2026-02-09 17:32:12+00:00,R0004,13,147.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3ad916c7bd7947a6,2026-02-09
273,2026-02-09 11:55:07+00:00,R0004,8,159.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2adc36167b75cfeb,2026-02-09
54,2026-02-09 20:32:36+00:00,R0004,18,146.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,cd86e84af3cca18e,2026-02-09
167,2026-02-09 07:02:53+00:00,R0004,9,156.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dcec93684d96daf5,2026-02-09
44,2026-02-09 11:48:15+00:00,R0004,19,156.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,8fef2b01190f3850,2026-02-09
194,2026-02-10 07:38:23+00:00,R0004,21,144.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,bf936dbbce4e2c74,2026-02-10
38,2026-02-10 07:51:03+00:00,R0004,12,146.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1dae7294c9cb5b39,2026-02-10
312,2026-02-10 06:47:58+00:00,R0004,11,153.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,27e850ac263923c4,2026-02-10
182,2026-02-10 07:36:08+00:00,R0004,11,155.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6f2b4a2870f2a364,2026-02-10
142,2026-02-10 08:02:29+00:00,R0004,12,140.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f4a3fb09f1cb2b3d,2026-02-10
265,2026-02-10 16:43:36+00:00,R0004,10,156.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c579d00f4aa0a430,2026-02-10
146,2026-02-10 12:24:38+00:00,R0004,13,137.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,8a803c05de9369e1,2026-02-10
333,2026-02-10 09:29:46+00:00,R0004,16,150.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ba09c6c07be52ac2,2026-02-10
117,2026-02-10 18:18:53+00:00,R0004,10,141.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,5f032215361eb6f2,2026-02-10
129,2026-02-10 06:53:27+00:00,R0004,11,153.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9b6c5c14d8c67c4d,2026-02-10
142,2026-02-10 20:41:37+00:00,R0004,9,148.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,eb0322bda2307faa,2026-02-10
210,2026-02-10 06:56:40+00:00,R0004,12,152.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1c47240acca19323,2026-02-10
116,2026-02-10 21:41:59+00:00,R0004,10,153.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,68f04baacd94562e,2026-02-10
261,2026-02-10 17:03:08+00:00,R0004,14,153.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,89729d21c10cbaf5,2026-02-10
198,2026-02-11 10:17:15+00:00,R0004,13,130.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,12f419e2fb40e2b1,2026-02-11
329,2026-02-11 16:52:50+00:00,R0004,14,143.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1d3fc65940eac61f,2026-02-11
186,2026-02-11 16:08:27+00:00,R0004,15,151.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0b67c1c7951936e1,2026-02-11
145,2026-02-11 17:20:22+00:00,R0004,11,144.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dd84b724b627194d,2026-02-11
71,2026-02-11 16:22:07+00:00,R0004,14,127.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,acb0840d4d21ac64,2026-02-11
240,2026-02-11 14:37:08+00:00,R0004,8,140.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6f681e5cb87a2bfb,2026-02-11
237,2026-02-11 20:45:14+00:00,R0004,12,142.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dd28208f16e6e798,2026-02-11
28,2026-02-11 06:40:50+00:00,R0004,20,144.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0941732e30bd1047,2026-02-11
312,2026-02-11 14:47:35+00:00,R0004,20,137.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,8b6f5fdfc6addafb,2026-02-11
134,2026-02-11 17:22:21+00:00,R0004,11,146.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b0f7096f213d803c,2026-02-11
162,2026-02-11 18:09:51+00:00,R0004,13,141.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,223a0803d6a8c783,2026-02-11
241,2026-02-11 14:02:24+00:00,R0004,14,138.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,4b844daf5bdc53ca,2026-02-11
54,2026-02-11 16:07:28+00:00,R0004,13,149.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3317a1929631a315,2026-02-11
286,2026-02-11 23:31:27+00:00,R0004,11,131.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,86353f857b71cb91,2026-02-11
318,2026-02-11 07:26:57+00:00,R0004,8,138.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2449da77275e030b,2026-02-11
228,2026-02-11 06:29:41+00:00,R0004,10,143.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0335662242e63354,2026-02-11
210,2026-02-11 09:59:05+00:00,R0004,7,130.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c7dd0df4b5251c27,2026-02-11
226,2026-02-12 15:35:20+00:00,R0004,14,148.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,790faf2d6419ed54,2026-02-12
309,2026-02-12 06:49:46+00:00,R0004,11,152.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7111fb6e57443444,2026-02-12
248,2026-02-12 20:50:19+00:00,R0004,18,159.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2ff9f592adee215c,2026-02-12
295,2026-02-12 21:10:15+00:00,R0004,8,153.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f72c0da3e8415227,2026-02-12
61,2026-02-12 18:49:17+00:00,R0004,16,151.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,97504a1d0e077820,2026-02-12
69,2026-02-12 15:23:45+00:00,R0004,10,148.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0dcdb05b4950b362,2026-02-12
56,2026-02-12 21:26:46+00:00,R0004,12,150.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,79af11b47100c8d3,2026-02-12
174,2026-02-12 19:27:13+00:00,R0004,8,143.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a2eda0e1f0145b56,2026-02-12
132,2026-02-12 05:05:59+00:00,R0004,12,149.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2d59ff782d12e531,2026-02-12
307,2026-02-12 05:01:30+00:00,R0004,19,150.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c2a0bab3d962d0d9,2026-02-12
