violation_id,date_time,road_id,violation_type,fine_amount,driver_age_band,source_system,ingest_batch_id,extracted_at_utc,record_hash,date
V0000339,2026-02-26 16:36:47+00:00,R0023,RedLight,1102,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0864a0f4750ddb94,2026-02-26
V0000340,2026-02-14 10:45:03+00:00,R0020,Seatbelt,207,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,5388b1a1b80f26e6,2026-02-14
V0000341,2026-02-11 20:29:10+00:00,R0010,Speeding,655,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0790ef792474d7e1,2026-02-11
V0000342,2026-02-13 19:39:59+00:00,R0006,UnsafeLaneChange,523,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,18b16fba287f96d3,2026-02-13
V0000343,2026-02-17 17:05:18+00:00,R0013,Speeding,727,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,235830834470283e,2026-02-17
V0000344,2026-03-01 19:38:55+00:00,R0015,Speeding,553,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7fa18e1d089afc38,2026-03-01
V0000345,2026-02-20 15:49:33+00:00,R0003,Seatbelt,164,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,ea2c6e85daa9c376,2026-02-20
V0000346,2026-02-13 20:18:34+00:00,R0003,Seatbelt,144,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,580d9c0771d2e88c,2026-02-13
V0000347,2026-03-01 17:17:30+00:00,R0009,Speeding,584,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,63f8cb3f947e932e,2026-03-01
V0000348,2026-02-08 13:07:29+00:00,R0005,Seatbelt,184,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,58fad4fd4ba46cf9,2026-02-08
V0000349,2026-03-03 18:03:24+00:00,R0007,Speeding,616,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4ce3a83bff1480af,2026-03-03
V0000350,2026-02-07 07:05:25+00:00,R0012,Speeding,639,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,067f4df7942a6096,2026-02-07
V0000351,2026-02-12 15:44:03+00:00,R0002,Speeding,580,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,98269547828e5147,2026-02-12
V0000352,2026-02-27 16:15:17+00:00,R0021,Speeding,742,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7fb71d00649043e0,2026-02-27
V0000353,2026-02-27 10:01:08+00:00,R0011,Speeding,536,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,2572d1fe5bd128b7,2026-02-27
V0000354,2026-02-15 13:22:17+00:00,R0011,PhoneUse,313,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,3be0a87d3eb0b06e,2026-02-15
V0000355,2026-02-09 07:11:34+00:00,R0014,PhoneUse,399,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c15bc046733a85f0,2026-02-09
V0000356,2026-02-27 07:03:42+00:00,R0006,RedLight,940,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f2ea9f97593238ca,2026-02-27
V0000357,2026-02-28 06:04:03+00:00,R0007,Seatbelt,167,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6098d4073e5034ee,2026-02-28
V0000358,2026-02-23 16:32:31+00:00,R0008,Seatbelt,256,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,9c9e1bdd19400d9d,2026-02-23
V0000359,2026-02-10 14:12:56+00:00,R0018,RedLight,521,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,cf1f7466d7dc7e41,2026-02-10
V0000360,2026-02-15 10:57:56+00:00,R0010,Speeding,630,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,5448e11fcc81a2e6,2026-02-15
V0000361,2026-02-04 17:55:19+00:00,R0011,Speeding,517,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,5d71d5f96182bc46,2026-02-04
V0000362,2026-02-06 07:37:55+00:00,R0015,Speeding,684,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,47d485c3bb37f3a8,2026-02-06
V0000363,2026-03-01 21:46:53+00:00,R0017,Speeding,781,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,dcb551c8d8d88862,2026-03-01
V0000364,2026-02-18 12:07:49+00:00,R0021,UnsafeLaneChange,443,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,2675b61a72b49032,2026-02-18
V0000365,2026-02-20 22:16:28+00:00,R0018,Seatbelt,236,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,778f1289726c7921,2026-02-20
V0000366,2026-02-22 13:58:34+00:00,R0007,PhoneUse,419,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,3beb11d64f3ee387,2026-02-22
V0000367,2026-02-28 08:58:32+00:00,R0010,Speeding,521,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6deebd193b9a941a,2026-02-28
V0000368,2026-02-09 11:49:38+00:00,R0010,Speeding,545,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7f7e14467088a8cb,2026-02-09
V0000369,2026-02-21 08:03:33+00:00,R0020,RedLight,797,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4670ddd2075bca6c,2026-02-21
V0000370,2026-02-13 09:30:38+00:00,R0002,PhoneUse,376,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f04ee2f42a84d50d,2026-02-13
V0000371,2026-02-04 08:18:02+00:00,R0008,Seatbelt,187,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4885958af9fc6e02,2026-02-04
V0000372,2026-02-21 14:58:34+00:00,R0010,Speeding,732,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,9b79dbf0621be386,2026-02-21
V0000373,2026-02-23 07:21:05+00:00,R0007,Speeding,614,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,74a062a85edf0e2d,2026-02-23
V0000374,2026-02-04 20:28:17+00:00,R0011,Speeding,445,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,10d2b78c3df26633,2026-02-04
V0000375,2026-02-05 00:38:54+00:00,R0015,PhoneUse,342,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,26f157f7a4917f7d,2026-02-05
V0000376,2026-02-09 21:01:28+00:00,R0010,UnsafeLaneChange,627,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,832c597950040bf3,2026-02-09
V0000377,2026-02-27 18:29:10+00:00,R0005,Speeding,831,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,26e77f8801c904c3,2026-02-27
V0000378,2026-02-06 10:24:03+00:00,R0020,RedLight,694,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,2a3550b8ce7b2aee,2026-02-06
V0000379,2026-02-04 05:19:15+00:00,R0014,Speeding,593,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,efd89cb69f0ebc4c,2026-02-04
V0000380,2026-02-07 07:43:09+00:00,R0010,Seatbelt,175,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,bac122ef38a9b2e8,2026-02-07
V0000381,2026-02-17 14:43:05+00:00,R0009,Speeding,598,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,9def5d8678145b77,2026-02-17
V0000382,2026-02-20 17:44:17+00:00,R0008,Speeding,547,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,14d768b09928913e,2026-02-20
V0000383,2026-02-06 10:42:25+00:00,R0008,Speeding,502,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,bd907f5c145a4bda,2026-02-06
V0000384,2026-02-05 01:09:23+00:00,R0010,RedLight,726,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0f4e18e1c609dea0,2026-02-05
V0000385,2026-02-24 15:40:44+00:00,R0015,Speeding,578,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d8ac70884727bc33,2026-02-24
V0000386,2026-02-27 09:38:56+00:00,R0013,PhoneUse,278,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,13f375fbc3525522,2026-02-27
V0000387,2026-02-27 07:24:01+00:00,R0019,Speeding,889,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,ad17db1fc471cc94,2026-02-27
V0000388,2026-02-14 05:52:45+00:00,R0008,Speeding,512,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f259cef969ead2f1,2026-02-14
V0000389,2026-02-04 01:59:26+00:00,R0015,PhoneUse,293,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0b6fa5d4492748c4,2026-02-04
V0000390,2026-03-02 21:17:15+00:00,R0014,Speeding,725,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,87cd03b697714742,2026-03-02
V0000391,2026-03-03 17:44:06+00:00,R0005,Seatbelt,222,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,51a8208684a39091,2026-03-03
V0000392,2026-02-17 22:55:36+00:00,R0014,Speeding,450,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,806774df3d76b64f,2026-02-17
V0000393,2026-02-19 17:50:08+00:00,R0012,Speeding,633,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e5a8e473901ed700,2026-02-19
V0000394,2026-02-14 07:36:41+00:00,R0011,Speeding,594,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6bdc907c6747a0b5,2026-02-14
V0000395,2026-02-06 20:44:22+00:00,R0023,Speeding,584,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,bfe319dc73d302eb,2026-02-06
V0000396,2026-02-06 11:03:21+00:00,R0003,Speeding,730,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0b5dbb66561e1787,2026-02-06
V0000397,2026-02-09 13:57:40+00:00,R0002,Speeding,636,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,de48198e7aaec34d,2026-02-09
V0000398,2026-02-13 12:02:06+00:00,R0005,Speeding,450,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7c4636853f6476de,2026-02-13
V0000399,2026-02-17 15:25:48+00:00,R0021,PhoneUse,414,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e20e43fed85f9e1c,2026-02-17
V0000400,2026-02-25 17:19:21+00:00,R0011,Seatbelt,238,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,33b42791b59e1f15,2026-02-25
V0000401,2026-02-19 16:01:30+00:00,R0005,Seatbelt,150,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f8019c8672d029f6,2026-02-19
V0000402,2026-02-15 16:04:04+00:00,R0014,PhoneUse,350,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,baae732fe46ebf28,2026-02-15
V0000403,2026-02-10 20:08:17+00:00,R0007,RedLight,741,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,de19a55a6984ff78,2026-02-10
V0000404,2026-02-28 15:00:15+00:00,R0018,Seatbelt,151,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,bc227165bd4624cb,2026-02-28
V0000405,2026-02-17 10:34:32+00:00,R0023,PhoneUse,350,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,bf777e0b94a0c43d,2026-02-17
V0000406,2026-02-28 16:28:12+00:00,R0023,RedLight,802,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6e7d2594e36fce16,2026-02-28
V0000407,2026-02-15 12:57:51+00:00,R0011,Seatbelt,156,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e0ae0ffd46713bb1,2026-02-15
V0000408,2026-02-13 17:25:47+00:00,R0013,Seatbelt,242,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,dce417ac5c8aa926,2026-02-13
V0000409,2026-02-20 11:51:57+00:00,R0007,UnsafeLaneChange,501,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,41e4471ec57572af,2026-02-20
V0000410,2026-02-26 21:11:07+00:00,R0010,UnsafeLaneChange,452,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,9d19b5f93db8aa0d,2026-02-26
V0000411,2026-02-28 10:35:48+00:00,R0021,RedLight,977,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,8ba28f893a27c40c,2026-02-28
V0000412,2026-02-09 07:00:57+00:00,R0016,Speeding,525,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4337e42911d1a18d,2026-02-09
V0000413,2026-02-08 18:16:23+00:00,R0011,PhoneUse,283,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f0572b284f4b7237,2026-02-08
V0000414,2026-02-06 17:18:27+00:00,R0010,PhoneUse,250,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d4646eb8794f524e,2026-02-06
V0000415,2026-03-03 21:22:29+00:00,R0003,Seatbelt,190,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,5ba2802b3df8ae36,2026-03-03
V0000416,2026-02-21 13:41:05+00:00,R0012,Speeding,501,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,ea5008d83d3b77e8,2026-02-21
V0000417,2026-02-11 07:36:15+00:00,R0001,PhoneUse,401,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,699721783de9bce5,2026-02-11
V0000418,2026-03-02 15:02:55+00:00,R0008,RedLight,978,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6b0aae682f46017d,2026-03-02
V0000419,2026-02-27 05:32:10+00:00,R0004,RedLight,1082,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,39dc00ecae3981b6,2026-02-27
V0000420,2026-02-09 06:49:13+00:00,R0022,Speeding,472,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,92dd0735b22ff01a,2026-02-09
V0000421,2026-02-08 15:28:04+00:00,R0011,Speeding,567,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,28899219f480612b,2026-02-08
V0000422,2026-02-22 23:13:47+00:00,R0000,Speeding,500,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,74233f73339c0923,2026-02-22
V0000423,2026-02-18 14:02:44+00:00,R0000,Speeding,557,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7bbd57a0a1dc66ff,2026-02-18
V0000424,2026-03-04 02:57:25+00:00,R0011,UnsafeLaneChange,547,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f1d56f2bb167c1f8,2026-03-04
V0000425,2026-02-12 21:13:55+00:00,R0020,RedLight,900,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,58c6be7fdceee8fd,2026-02-12
V0000426,2026-02-07 16:42:35+00:00,R0013,Speeding,561,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,08ecffb64d7a87e2,2026-02-07
V0000427,2026-02-15 20:43:35+00:00,R0017,Seatbelt,224,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,b329d0996638f14c,2026-02-15
V0000428,2026-03-02 16:27:38+00:00,R0005,UnsafeLaneChange,343,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,cf5a017fe8d3894f,2026-03-02
V0000429,2026-02-18 02:35:38+00:00,R0000,RedLight,916,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,78692851e0c11cb4,2026-02-18
V0000430,2026-02-15 20:18:10+00:00,R0001,UnsafeLaneChange,480,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,ca4fe900ac237b6d,2026-02-15
V0000431,2026-03-03 05:05:25+00:00,R0000,Speeding,431,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,14b575ecba69d063,2026-03-03
V0000432,2026-03-01 07:35:34+00:00,R0012,UnsafeLaneChange,329,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c220ee09f2a9009b,2026-03-01
V0000433,2026-02-04 12:04:44+00:00,R0007,Speeding,664,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,92559789a2375c8e,2026-02-04
V0000434,2026-02-09 21:47:33+00:00,R0016,Speeding,640,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,dfe9cfcfedd2de16,2026-02-09
V0000435,2026-03-03 14:43:50+00:00,R0020,Speeding,611,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0a8be5c164a26986,2026-03-03
V0000436,2026-03-01 23:17:32+00:00,R0008,Speeding,589,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,cef81daeb5f1b35c,2026-03-01
V0000437,2026-02-20 23:32:25+00:00,R0020,UnsafeLaneChange,495,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d303b432c9205fb4,2026-02-20
V0000438,2026-02-14 22:23:03+00:00,R0008,UnsafeLaneChange,540,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,ef622cd969a851c2,2026-02-14
V0000439,2026-02-15 12:30:33+00:00,R0019,PhoneUse,334,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7e89a84a23a1a1e8,2026-02-15
V0000440,2026-03-02 14:13:54+00:00,R0022,RedLight,836,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,262b54e892a88f2b,2026-03-02
V0000441,2026-02-04 15:01:22+00:00,R0007,Speeding,610,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e5f4677038da804b,2026-02-04
V0000442,2026-02-26 16:55:35+00:00,R0013,Speeding,464,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f4f1af4101eb823b,2026-02-26
V0000443,2026-02-20 19:52:14+00:00,R0018,RedLight,1088,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,afcc33d512d54fb0,2026-02-20
V0000444,2026-02-22 14:40:04+00:00,R0001,Speeding,606,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d33c0abf2a0a8916,2026-02-22
V0000445,2026-02-28 21:38:38+00:00,R0015,Speeding,605,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,8449e5befdc56906,2026-02-28
V0000446,2026-02-23 21:15:52+00:00,R0014,UnsafeLaneChange,378,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,fcdb04804eedbff0,2026-02-23
V0000447,2026-02-26 13:45:53+00:00,R0001,RedLight,904,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,b87a251dfe25f390,2026-02-26
V0000448,2026-02-22 09:55:28+00:00,R0001,Seatbelt,229,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,8d029903c601a438,2026-02-22
V0000449,2026-02-16 17:12:08+00:00,R0000,Seatbelt,234,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6c5b1ee04f5bb0e7,2026-02-16
V0000450,2026-02-26 09:02:56+00:00,R0012,Speeding,580,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f4577629d9d46e1a,2026-02-26
V0000451,2026-02-26 07:55:47+00:00,R0001,UnsafeLaneChange,353,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,b7fc43baf94eb433,2026-02-26
V0000452,2026-02-17 10:57:19+00:00,R0014,Speeding,740,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,1184adf239b86ac4,2026-02-17
V0000453,2026-02-08 00:06:41+00:00,R0004,Speeding,541,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,2f31936f0574a5be,2026-02-08
V0000454,2026-02-19 17:21:02+00:00,R0000,UnsafeLaneChange,505,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d072fdfbb5b27949,2026-02-19
V0000455,2026-02-09 23:39:58+00:00,R0021,PhoneUse,415,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,8eadb232e4dcf1dd,2026-02-09
V0000456,2026-02-14 00:54:19+00:00,R0010,Speeding,756,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,3cf55079dadb7360,2026-02-14
V0000457,2026-02-18 16:40:06+00:00,R0021,Speeding,633,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,108383688a4cfc69,2026-02-18
V0000458,2026-02-28 19:38:34+00:00,R0023,PhoneUse,289,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f39c1a683e823de0,2026-02-28
V0000459,2026-02-24 17:02:37+00:00,R0010,Speeding,825,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,a8f5fd06f2efef40,2026-02-24
V0000460,2026-02-19 07:10:20+00:00,R0004,Speeding,633,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,37c45a550f672b25,2026-02-19
V0000461,2026-02-12 15:06:42+00:00,R0007,UnsafeLaneChange,636,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d4803d7229e8a003,2026-02-12
V0000462,2026-03-02 18:30:56+00:00,R0007,Speeding,575,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,67949b76e57ff6f8,2026-03-02
V0000463,2026-02-20 18:14:33+00:00,R0006,PhoneUse,266,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,1324f579e50cb67a,2026-02-20
V0000464,2026-02-25 09:53:19+00:00,R0014,PhoneUse,264,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f9a2dd239347aaaa,2026-02-25
V0000465,2026-02-05 09:59:07+00:00,R0020,Speeding,720,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,77392086233323cb,2026-02-05
V0000466,2026-02-08 04:19:58+00:00,R0020,RedLight,746,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,b6a559a29b0e3abd,2026-02-08
V0000467,2026-02-20 16:34:03+00:00,R0006,Seatbelt,201,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,2b7fe483aae1fb46,2026-02-20
V0000468,2026-02-08 20:24:55+00:00,R0018,Speeding,748,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e71b06e118b328b9,2026-02-08
V0000469,2026-02-12 11:35:34+00:00,R0001,Seatbelt,179,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c65fa34bdeb9ad38,2026-02-12
V0000470,2026-02-16 16:57:31+00:00,R0013,Seatbelt,213,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c650526d205e38b7,2026-02-16
V0000471,2026-02-18 06:43:09+00:00,R0004,Speeding,595,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,93996f9db14610f5,2026-02-18
V0000472,2026-02-19 16:47:43+00:00,R0008,Speeding,439,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,33b5955c73864b5a,2026-02-19
V0000473,2026-02-10 08:09:34+00:00,R0022,Seatbelt,191,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,731084c181284ba4,2026-02-10
V0000474,2026-02-20 13:54:57+00:00,R0006,UnsafeLaneChange,350,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,cc0b3c9ab76e5907,2026-02-20
V0000475,2026-02-21 09:08:13+00:00,R0017,Speeding,794,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,69e77ab450a1b3f1,2026-02-21
V0000476,2026-02-19 00:44:57+00:00,R0015,Seatbelt,254,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,51368bbcd3316d7a,2026-02-19
V0000477,2026-02-23 13:23:33+00:00,R0001,RedLight,618,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0b6fc8606056b170,2026-02-23
V0000478,2026-02-25 08:26:49+00:00,R0020,Seatbelt,200,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c14f8856fe2cf4fa,2026-02-25
V0000479,2026-03-03 05:56:01+00:00,R0007,Speeding,689,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0b776f8cec98b9ba,2026-03-03
V0000480,2026-02-10 02:39:21+00:00,R0006,UnsafeLaneChange,434,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,8fa48dcd5895bf58,2026-02-10
V0000481,2026-02-23 16:36:35+00:00,R0015,Speeding,627,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f94d9e914dbf5a24,2026-02-23
V0000482,2026-02-06 18:25:13+00:00,R0023,Seatbelt,269,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4df01f2594971736,2026-02-06
V0000483,2026-02-03 07:29:15+00:00,R0005,Speeding,805,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,a937a683f243e8a8,2026-02-03
V0000484,2026-02-13 10:57:06+00:00,R0005,Seatbelt,232,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,73502193b23d7d38,2026-02-13
V0000485,2026-02-21 19:11:59+00:00,R0021,UnsafeLaneChange,502,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,424a629547aae203,2026-02-21
V0000486,2026-02-11 06:29:38+00:00,R0000,RedLight,903,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0497b4c1f34a8134,2026-02-11
V0000487,2026-02-22 16:54:26+00:00,R0021,PhoneUse,336,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,3e0ecb0a8d5f431e,2026-02-22
V0000488,2026-02-04 18:54:06+00:00,R0010,Speeding,621,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4b229e17bde5cc64,2026-02-04
V0000489,2026-02-08 17:57:41+00:00,R0012,Speeding,629,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d21d2e65ed79c210,2026-02-08
V0000490,2026-02-27 17:32:16+00:00,R0005,Speeding,647,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,dfc5ebff32532a26,2026-02-27
V0000491,2026-03-01 03:40:23+00:00,R0003,Speeding,422,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4698df6b6236fb5b,2026-03-01
V0000492,2026-02-11 06:28:54+00:00,R0003,PhoneUse,293,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c50e2653441f84bd,2026-02-11
V0000493,2026-02-22 07:52:46+00:00,R0008,Seatbelt,254,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,8b0c31dd526a158d,2026-02-22
V0000494,2026-02-03 02:27:04+00:00,R0014,RedLight,954,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,1b8738c490aaa234,2026-02-03
